account_id,user_id,logins_month_1,logins_month_2,logins_month_3,logins_month_4,logins_month_5,logins_month_6,logins_month_7,logins_month_8,logins_month_9,logins_month_10,logins_month_11,logins_month_12,churn_score
129,1645,36,0,29,0,11,43,22,31,11,0,0,29,15
129,1646,0,17,0,17,76,1,22,0,25,1,21,20,0
129,1647,27,23,20,17,15,13,11,9,8,7,6,5,55
129,1648,19,17,16,15,14,13,12,11,10,9,8,7,48
129,1649,8,7,6,5,4,3,3,3,3,3,3,3,67
129,1650,54,0,33,30,0,26,1,12,24,14,0,23,32
129,1651,0,12,6,8,30,54,8,23,20,38,0,0,8
129,1652,0,13,0,8,35,16,39,7,38,0,27,13,0
129,1653,12,29,27,38,18,0,24,21,0,0,29,43,0
129,1654,56,4,5,35,36,36,15,19,0,12,21,21,26
129,1655,38,0,32,40,0,0,39,22,49,11,4,42,0
129,1656,28,41,9,6,0,9,0,8,41,0,10,32,4
129,1657,17,0,2,7,54,22,12,37,28,14,29,9,24
129,1658,17,0,37,17,34,2,20,25,35,33,0,13,12
130,1659,12,4,33,4,16,2,59,28,27,29,7,45,0
130,1660,0,15,27,10,4,44,0,44,34,53,59,22,0
130,1661,29,20,22,11,11,4,23,59,43,19,27,13,18
130,1662,0,59,0,26,1,12,24,17,18,8,1,28,0
130,1663,2,0,9,0,38,5,27,27,0,29,0,0,54
131,1664,12,21,56,4,6,28,27,8,19,0,24,0,53
131,1665,15,15,0,41,6,0,30,2,0,23,0,14,22
131,1666,20,17,14,12,10,8,7,6,5,4,3,3,67
131,1667,46,0,3,4,14,13,49,11,0,3,22,10,51
131,1668,12,35,12,28,19,0,51,38,4,13,27,19,0
131,1669,9,16,37,19,22,39,7,21,24,18,25,1,40
131,1670,26,33,19,23,12,14,7,42,1,21,12,34,0
131,1671,2,22,32,18,8,42,42,1,17,0,32,42,0
131,1672,25,24,23,22,21,20,19,18,17,16,15,14,22
131,1673,6,24,31,31,16,51,0,0,15,50,38,0,38
131,1674,16,0,0,19,14,32,24,0,20,17,0,7,45
131,1675,24,22,20,18,17,16,15,14,13,12,11,10,38
131,1676,22,18,15,18,8,7,17,0,8,1,0,9,52
132,1677,25,5,0,62,0,32,22,5,0,50,57,9,25
132,1678,29,11,22,0,0,39,16,52,0,66,69,2,31
132,1679,44,2,13,21,12,10,30,0,26,52,48,0,45
132,1680,18,0,6,37,27,24,25,36,33,29,8,49,0
132,1681,15,12,10,8,7,6,5,4,3,2,2,2,74
132,1682,27,15,38,0,19,10,8,0,16,0,45,28,5
132,1683,46,27,0,36,3,42,10,9,25,43,62,16,15
132,1684,15,12,9,7,5,4,3,2,2,2,2,2,77
132,1685,20,36,0,31,0,0,0,42,47,0,0,27,0
132,1686,0,29,12,1,5,5,56,20,18,0,31,0,13
132,1687,5,38,43,21,18,3,7,36,52,7,12,2,24
133,1688,0,6,0,58,32,0,0,0,12,51,39,19,0
133,1689,27,9,37,39,15,12,3,0,0,26,15,10,40
133,1690,41,33,27,22,18,15,12,10,8,6,5,4,52
133,1691,23,19,16,13,11,9,7,6,5,4,3,2,69
133,1692,50,3,34,31,5,27,12,2,49,28,0,12,34
133,1693,11,7,20,31,8,57,40,0,13,26,0,0,51
133,1694,43,30,27,39,27,13,3,49,41,11,30,0,33
133,1695,17,40,35,18,13,1,0,2,0,13,14,10,35
133,1696,28,26,24,22,20,19,18,17,16,15,14,13,27
133,1697,5,0,13,38,27,30,29,39,32,18,7,33,0
133,1698,49,4,42,23,0,1,1,2,0,0,34,36,23
133,1699,0,9,0,48,38,0,0,30,24,8,6,10,0
133,1700,9,42,35,26,0,17,1,0,8,36,33,3,36
134,1701,25,22,19,16,14,12,10,9,8,7,6,5,56
134,1702,14,0,18,51,1,46,27,39,33,19,3,19,0
134,1703,33,19,13,0,0,0,28,39,9,0,19,29,16
134,1704,17,32,0,36,44,0,27,0,0,5,0,10,33
134,1705,31,0,0,0,28,10,39,7,19,45,0,16,32
134,1706,26,22,19,16,14,12,10,8,7,6,5,4,59
134,1707,19,16,14,12,10,9,8,7,6,5,4,3,66
134,1708,13,1,5,20,14,30,34,11,21,0,21,36,0
134,1709,4,6,14,0,4,38,42,21,24,9,2,26,0
134,1710,39,11,0,0,13,6,26,14,8,22,4,25,32
134,1711,25,20,16,13,10,8,6,5,4,3,2,2,70
134,1712,0,6,42,35,0,15,23,35,18,25,34,36,0
135,1713,9,3,0,11,0,22,3,34,31,7,35,18,0
135,1714,17,0,27,4,0,27,18,14,17,0,50,18,7
135,1715,12,29,0,0,0,4,10,34,0,2,57,16,0
135,1716,10,58,10,31,19,44,37,9,10,0,17,28,0
135,1717,40,14,12,15,0,0,0,36,43,0,41,3,52
136,1718,18,4,31,0,0,11,18,0,0,27,7,29,0
136,1719,35,21,3,31,26,32,48,19,54,44,31,0,26
136,1720,0,34,27,44,30,11,11,36,0,0,19,0,5
136,1721,29,28,0,4,30,28,0,36,27,0,23,10,36
136,1722,40,19,39,8,23,19,1,9,43,8,0,8,43
136,1723,26,21,17,14,11,9,7,6,5,4,3,2,68
136,1724,23,20,17,15,13,11,10,9,8,7,6,5,57
136,1725,56,0,32,15,8,0,51,0,5,22,24,40,11
136,1726,41,33,27,1,20,3,40,1,12,0,5,5,53
136,1727,16,14,12,10,8,7,6,5,4,3,3,3,69
136,1728,39,11,4,30,58,7,10,0,28,34,14,6,41
136,1729,4,46,22,48,18,31,36,9,22,18,32,0,30
136,1730,0,28,25,0,48,7,35,8,4,13,57,55,0
136,1731,21,29,69,16,0,20,2,19,38,25,3,11,20
136,1732,0,0,14,49,0,21,23,39,17,23,39,0,3
136,1733,10,16,25,18,30,1,36,0,0,27,36,21,0
137,1734,35,39,21,11,0,32,13,0,30,43,32,28,0
137,1735,22,15,13,24,0,33,24,4,0,10,20,18,20
137,1736,4,65,22,6,0,0,0,17,37,27,38,26,0
137,1737,6,0,12,3,5,0,19,15,32,26,11,33,0
137,1738,24,26,0,17,4,19,9,1,2,0,11,13,45
137,1739,19,15,12,10,8,6,5,4,3,2,2,2,74
137,1740,10,0,0,0,19,40,16,38,11,22,16,63,0
137,1741,37,10,50,26,0,38,0,0,41,22,16,5,41
137,1742,24,16,40,0,12,18,7,0,32,21,27,0,56
137,1743,27,35,58,22,9,34,3,24,36,32,43,10,10
137,1744,13,39,16,18,15,22,10,0,14,18,48,0,52
137,1745,4,20,18,28,19,27,51,0,5,34,14,27,0
138,1746,21,24,64,0,18,40,32,29,75,37,3,0,26
138,1747,0,14,0,46,47,16,9,0,2,45,15,5,0
138,1748,0,51,29,0,5,0,11,45,0,8,17,14,0
138,1749,40,0,0,2,11,19,24,0,39,24,33,0,58
138,1750,0,0,34,30,0,7,29,37,25,6,20,11,0
138,1751,53,34,35,4,0,11,5,27,11,42,0,9,42
138,1752,35,23,20,6,25,46,0,12,42,0,18,1,49
138,1753,64,0,19,34,30,58,6,55,14,5,53,8,20
138,1754,5,36,0,2,5,20,0,0,10,0,0,16,0
138,1755,0,0,20,44,12,24,26,30,0,47,8,21,0
138,1756,2,10,24,31,18,43,17,0,0,29,8,7,0
138,1757,11,11,27,5,55,0,18,0,4,9,19,31,0
139,1758,0,0,32,46,0,0,52,18,0,45,27,17,0
139,1759,0,12,5,38,0,28,14,13,28,7,17,37,0
139,1760,23,18,14,11,9,7,6,5,4,3,2,2,72
139,1761,24,21,18,16,14,12,10,9,8,7,6,5,56
139,1762,25,27,3,54,28,7,38,26,0,19,0,0,50
139,1763,0,49,30,28,47,7,43,23,3,15,19,37,0
139,1764,0,0,11,8,24,28,0,69,11,0,47,30,0
139,1765,17,15,14,13,12,11,10,9,8,7,6,5,56
139,1766,10,64,0,19,0,5,0,24,19,0,17,17,0
139,1767,0,47,0,33,10,3,36,0,0,18,19,31,0
139,1768,4,39,24,19,6,15,1,34,37,2,0,8,0
139,1769,0,38,0,32,18,0,30,5,18,11,0,28,0
139,1770,7,24,7,49,11,0,12,8,34,7,0,19,0
139,1771,0,3,35,20,22,0,19,22,47,15,7,0,10
139,1772,26,23,20,18,16,14,12,11,10,9,8,7,48
139,1773,37,33,0,15,64,0,11,30,10,9,6,0,53
139,1774,53,0,14,0,22,24,33,0,24,0,17,6,53
139,1775,45,0,0,24,21,0,22,56,53,1,29,0,46
139,1776,30,25,21,17,14,12,10,8,7,6,5,4,58
140,1777,21,24,28,19,0,19,11,11,0,0,4,26,4
140,1778,16,15,0,8,0,15,0,14,28,15,1,2,67
140,1779,25,28,0,35,19,14,26,47,12,5,57,12,16
140,1780,13,30,0,0,29,41,0,35,0,0,27,0,59
140,1781,0,0,45,10,23,24,0,31,27,28,1,21,0
140,1782,31,33,12,2,10,1,35,19,31,0,6,0,60
140,1783,21,48,2,0,7,0,23,6,27,21,1,0,65
140,1784,21,31,0,1,8,24,19,16,0,32,5,10,40
140,1785,0,17,26,12,38,31,37,31,20,0,8,5,0
140,1786,24,0,0,5,21,27,1,0,31,29,24,23,13
140,1787,18,15,12,10,8,6,5,4,3,2,2,2,73
140,1788,20,16,13,11,9,7,6,5,4,3,2,2,72
140,1789,28,13,52,0,30,0,61,31,0,26,36,0,40
140,1790,26,21,17,13,10,8,6,5,4,3,2,2,70
140,1791,16,0,11,1,25,0,0,31,6,50,19,0,63
141,1792,30,0,27,27,0,7,6,34,30,26,4,42,0
141,1793,32,52,12,16,34,10,9,0,0,0,32,0,57
141,1794,0,19,27,17,40,0,25,3,0,0,5,15,0
141,1795,11,12,37,3,18,0,0,31,0,34,38,40,0
141,1796,0,33,48,29,11,31,0,9,0,0,16,21,0
141,1797,54,15,12,24,6,6,16,8,19,22,0,0,61
141,1798,20,0,58,4,0,27,0,41,27,0,28,8,34
142,1799,27,26,25,24,23,22,21,20,19,18,17,16,15
142,1800,29,24,20,16,13,11,9,7,6,5,4,3,62
142,1801,20,0,29,0,0,0,0,38,11,14,19,0,70
142,1802,6,0,0,5,2,43,8,18,16,17,8,6,23
142,1803,13,31,0,13,0,0,17,11,0,39,8,26,0
143,1804,33,32,25,0,8,13,0,44,0,0,0,11,47
143,1805,0,2,0,0,0,17,0,53,35,48,29,3,0
143,1806,17,60,0,42,0,48,22,46,33,0,8,0,39
143,1807,12,17,6,18,6,18,10,4,13,25,0,29,0
143,1808,27,3,9,11,42,13,8,13,53,26,3,45,0
143,1809,11,10,9,8,7,6,5,4,4,4,4,4,63
143,1810,0,22,0,0,0,18,12,34,0,5,55,0,19
143,1811,31,38,15,25,0,20,9,13,0,37,0,20,23
143,1812,0,0,18,21,16,0,44,12,5,31,6,24,0
143,1813,0,0,10,37,49,10,2,42,24,16,0,44,0
143,1814,15,17,31,43,29,51,14,16,31,13,8,42,0
143,1815,22,19,17,15,13,11,10,9,8,7,6,5,57
144,1816,0,34,17,0,29,0,0,0,10,46,21,13,0
144,1817,24,19,15,12,9,7,5,4,3,2,2,2,72
144,1818,35,34,9,10,0,32,0,0,14,17,27,14,39
144,1819,0,0,30,18,9,37,34,37,10,0,49,25,0
144,1820,14,56,0,37,34,39,36,20,9,3,27,15,0
144,1821,23,19,16,13,11,9,8,7,6,5,4,3,65
144,1822,7,31,15,39,0,27,0,39,40,0,0,1,46
145,1823,1,29,29,35,9,55,37,0,31,15,12,15,0
145,1824,36,0,12,19,25,0,10,15,31,11,13,18,34
145,1825,38,19,25,16,27,22,5,29,25,8,12,0,51
145,1826,9,21,0,0,27,10,12,2,10,39,18,36,0
145,1827,24,6,13,49,19,7,42,0,0,0,35,4,48
145,1828,2,0,0,17,0,29,0,5,31,5,0,13,0
145,1829,44,0,0,22,0,14,0,15,25,28,0,0,68
146,1830,18,16,15,14,13,12,11,10,9,8,7,6,52
146,1831,19,17,15,13,11,10,9,8,7,6,5,4,61
146,1832,33,23,40,7,9,18,14,30,11,0,42,53,0
146,1833,30,0,11,31,0,29,17,4,0,44,31,12,35
146,1834,24,21,18,15,13,11,9,8,7,6,5,4,60
147,1835,0,41,19,34,6,17,21,36,51,8,8,10,0
147,1836,17,26,72,0,0,0,14,28,17,12,46,0,48
147,1837,9,18,13,8,0,29,22,14,25,7,15,32,0
147,1838,0,34,0,0,29,0,3,43,25,27,0,29,0
147,1839,20,15,11,8,6,5,4,3,2,2,2,2,76
147,1840,0,34,36,3,27,33,0,5,0,28,24,2,0
147,1841,23,17,13,10,8,6,5,4,3,2,2,2,73
147,1842,20,12,12,29,0,0,19,37,0,35,1,9,39
147,1843,3,23,73,27,10,0,0,33,0,8,48,0,40
147,1844,13,12,11,10,9,8,7,7,7,7,7,7,49
147,1845,28,0,46,33,4,23,34,18,7,13,17,16,20
147,1846,26,23,20,18,16,14,12,11,10,9,8,7,48
147,1847,2,7,24,0,18,31,16,17,9,16,6,12,0
147,1848,24,0,29,0,49,31,33,34,6,10,0,45,0
147,1849,24,0,0,29,34,13,1,29,0,12,42,23,8
148,1850,21,18,15,13,11,9,8,7,6,5,4,3,65
148,1851,0,39,6,11,31,12,33,14,17,19,22,26,0
148,1852,35,34,0,0,0,6,34,13,5,18,26,31,13
148,1853,24,18,14,11,8,6,5,4,3,2,2,2,73
148,1854,15,13,12,11,10,9,8,7,6,5,4,4,62
148,1855,1,11,0,26,24,23,40,28,21,0,38,40,0
148,1856,13,10,8,6,5,4,3,2,2,2,2,2,76
148,1857,23,45,7,20,17,36,17,8,0,17,14,0,55
148,1858,19,17,15,13,11,10,9,8,7,6,5,4,61
149,1859,17,14,12,10,8,7,6,5,4,3,3,3,69
149,1860,14,30,44,34,0,0,0,45,25,68,41,17,0
149,1861,24,2,39,42,0,14,0,14,10,40,47,0,49
149,1862,27,46,0,6,7,0,0,0,0,0,14,51,0
149,1863,24,19,15,12,10,8,6,5,4,3,2,2,71
149,1864,19,24,18,0,0,26,16,0,11,27,0,7,49
149,1865,7,48,0,36,0,32,27,25,3,28,22,53,0
149,1866,40,2,0,0,9,6,9,9,43,12,38,23,30
149,1867,20,0,36,45,28,32,41,10,1,22,50,21,0
149,1868,31,26,0,45,42,0,34,10,21,0,17,0,51
149,1869,25,0,22,0,0,16,21,4,0,11,0,30,13
149,1870,0,21,18,0,22,52,24,0,43,55,26,18,0
149,1871,36,0,24,13,45,22,0,24,0,40,0,0,56
149,1872,6,10,0,7,43,10,27,14,17,13,30,0,55
150,1873,14,12,11,10,9,8,7,6,5,4,4,4,63
150,1874,28,19,0,50,26,0,18,0,0,39,0,31,0
150,1875,20,17,15,13,11,9,8,7,6,5,4,3,65
150,1876,57,17,16,0,0,0,0,38,0,0,0,0,72
150,1877,8,18,0,0,3,24,0,5,34,0,0,13,0
150,1878,19,17,15,14,13,12,11,10,9,8,7,6,53
150,1879,19,32,15,36,28,0,56,21,24,0,0,0,49
150,1880,50,37,40,46,38,8,45,0,0,6,22,0,38
150,1881,28,0,41,0,38,18,0,0,93,61,11,23,0
150,1882,38,28,35,29,36,19,0,21,51,22,0,30,0
150,1883,19,15,12,9,7,5,4,3,2,2,2,2,75
151,1884,22,25,19,31,7,28,38,10,31,7,0,0,52
151,1885,0,18,51,60,36,0,0,0,18,47,31,0,0
151,1886,38,46,0,37,54,3,7,46,43,0,0,13,22
151,1887,34,0,38,0,5,54,20,5,2,0,24,33,6
151,1888,36,22,0,32,12,0,4,24,11,25,24,0,59
151,1889,32,34,59,16,6,24,28,14,0,19,26,22,6
151,1890,0,0,18,36,51,33,3,0,52,0,18,13,0
151,1891,7,6,5,4,3,2,2,2,2,2,2,2,73
151,1892,18,6,27,11,9,37,9,43,0,10,0,16,16
151,1893,31,0,44,28,0,27,18,31,27,22,16,33,0
151,1894,22,23,32,47,0,41,22,37,1,0,22,35,0
151,1895,24,0,12,0,29,52,11,13,9,11,0,43,0
151,1896,51,5,35,54,39,0,0,24,16,25,39,17,19
151,1897,15,0,29,35,22,0,0,30,8,22,25,13,14
152,1898,14,40,19,3,22,9,30,6,53,0,10,20,0
152,1899,34,14,16,7,0,36,13,0,12,0,27,24,26
152,1900,23,16,32,0,27,43,0,10,0,8,4,51,0
152,1901,8,0,0,18,0,29,5,7,27,11,40,0,64
152,1902,21,29,42,0,42,0,26,35,0,9,15,0,52
152,1903,50,23,5,11,1,29,39,24,21,0,37,32,10
152,1904,6,5,4,4,4,4,4,4,4,4,4,4,53
152,1905,0,5,5,13,12,0,22,18,34,11,37,12,0
152,1906,27,24,22,20,18,16,14,13,12,11,10,9,41
152,1907,53,4,26,0,0,26,13,0,19,34,16,40,13
152,1908,35,4,40,0,30,24,19,0,6,40,0,0,57
152,1909,26,1,0,25,8,47,38,40,36,29,0,10,25
152,1910,0,12,33,31,22,7,41,18,24,0,0,33,0
153,1911,33,19,0,29,52,19,0,44,15,29,16,24,4
153,1912,31,40,31,18,0,26,36,0,25,17,0,24,9
153,1913,19,44,0,0,0,6,28,41,41,28,0,0,54
153,1914,29,18,19,24,7,41,30,14,35,26,12,11,24
153,1915,21,0,27,36,0,4,14,15,0,0,6,28,2
153,1916,3,37,0,35,15,0,0,11,28,15,33,33,0
153,1917,23,0,0,21,4,10,0,19,45,21,34,33,0
153,1918,17,25,25,21,7,25,16,22,10,23,15,0,54
153,1919,40,43,33,31,49,0,7,0,0,14,20,25,13
153,1920,7,1,37,23,0,15,0,0,0,29,0,0,70
153,1921,40,14,36,40,0,15,10,14,4,37,11,8,41
153,1922,4,22,3,40,38,39,28,35,15,4,5,0,41
153,1923,21,17,14,11,9,7,6,5,4,3,2,2,72
153,1924,0,11,58,1,0,11,1,37,18,0,21,19,0
153,1925,2,1,0,49,25,4,3,0,18,8,0,0,60
153,1926,16,36,24,4,7,0,53,46,21,15,0,12,13
154,1927,25,23,17,0,0,19,13,30,30,22,30,25,1
154,1928,16,12,0,0,8,0,40,33,29,37,9,19,0
154,1929,27,0,0,0,0,4,13,0,8,5,22,30,21
154,1930,35,23,0,62,0,21,30,21,11,45,37,15,15
154,1931,18,14,11,8,6,5,4,3,2,2,2,2,76
154,1932,12,10,8,7,6,5,4,3,3,3,3,3,70
154,1933,0,7,15,30,3,47,27,0,5,55,30,4,0
154,1934,0,46,0,12,0,28,0,12,11,0,39,49,0
154,1935,47,39,1,1,0,0,32,0,12,9,0,0,69
154,1936,25,12,49,0,32,34,36,20,33,21,0,7,28
154,1937,46,0,0,39,34,15,22,25,22,20,0,40,1
155,1938,16,13,11,9,8,7,6,5,4,3,3,3,69
155,1939,21,18,16,14,12,10,9,8,7,6,5,4,61
155,1940,0,52,18,2,9,4,20,0,21,32,28,20,0
155,1941,10,36,22,33,2,0,25,29,17,27,0,34,0
155,1942,31,24,57,25,28,0,21,38,8,1,55,9,22
155,1943,7,36,38,26,3,34,19,16,0,5,0,34,0
155,1944,18,26,3,21,1,28,44,13,30,35,6,23,0
155,1945,0,22,37,10,15,15,0,20,4,27,14,11,0
155,1946,25,20,16,13,10,8,6,5,4,3,2,2,70
155,1947,2,6,17,0,5,53,22,0,0,35,0,4,0
155,1948,18,15,13,11,9,8,7,6,5,4,3,3,68
155,1949,27,18,44,44,0,8,58,0,31,26,0,0,44
155,1950,0,22,0,35,0,33,43,25,0,37,6,14,0
156,1951,21,17,14,12,10,8,7,6,5,4,3,2,70
156,1952,19,7,42,33,0,22,19,0,32,14,58,43,0
156,1953,17,24,15,13,9,13,44,8,60,16,43,38,0
156,1954,5,30,28,12,19,0,16,10,59,16,1,17,0
156,1955,21,15,11,8,6,4,3,2,1,1,1,1,80
156,1956,35,44,53,20,29,21,0,40,26,26,5,2,33
156,1957,34,0,11,0,13,49,3,9,28,35,34,16,27
156,1958,4,34,49,2,13,0,0,54,9,20,0,24,0
156,1959,35,2,0,16,31,18,6,0,0,6,12,26,30
156,1960,1,1,10,0,9,15,16,40,14,14,38,15,0
156,1961,5,34,0,37,1,0,31,20,0,4,49,28,0
156,1962,0,41,43,43,32,0,0,0,0,0,1,30,0
157,1963,9,30,0,35,8,17,0,0,0,3,46,37,0
157,1964,16,14,12,11,10,9,8,7,6,5,4,4,63
157,1965,9,21,27,15,26,34,8,37,0,27,16,19,0
157,1966,44,5,43,0,7,20,28,0,0,0,0,0,68
157,1967,19,24,47,19,4,13,3,53,22,27,42,0,40
157,1968,8,0,0,2,13,0,0,9,17,23,15,42,0
157,1969,14,19,87,36,0,23,18,29,52,27,8,52,0
157,1970,6,0,1,14,6,15,42,51,22,42,7,3,27
157,1971,21,15,11,8,6,4,3,2,1,1,1,1,80
157,1972,45,17,1,6,3,30,13,17,23,26,36,22,25
157,1973,9,9,7,0,25,21,18,46,48,41,10,9,0
157,1974,0,18,9,0,4,10,3,20,19,31,38,28,0
157,1975,13,0,13,0,39,8,0,2,15,17,12,12,26
157,1976,16,14,12,10,9,8,7,6,5,4,3,3,68
157,1977,0,0,0,48,24,20,5,5,0,8,43,0,18
157,1978,0,0,4,41,3,11,46,23,0,0,17,61,0
158,1979,21,17,14,11,9,7,6,5,4,3,2,2,72
158,1980,31,32,0,19,41,57,25,0,26,26,32,23,0
158,1981,24,17,27,20,38,20,14,0,39,0,20,31,0
158,1982,16,30,27,21,15,21,21,42,75,0,0,4,28
158,1983,28,0,27,21,32,7,18,25,5,43,18,22,9
158,1984,49,0,30,0,24,0,31,24,32,28,19,31,12
159,1985,28,4,0,5,8,8,38,0,11,30,29,0,64
159,1986,19,17,15,13,12,11,10,9,8,7,6,5,57
159,1987,8,9,9,42,15,21,33,2,12,49,23,0,47
159,1988,17,18,27,7,9,32,19,11,16,25,15,18,2
159,1989,25,9,41,10,11,15,2,3,12,48,5,1,58
160,1990,14,8,19,55,0,34,25,5,15,33,17,0,49
160,1991,31,24,39,0,33,53,66,43,18,0,0,12,13
160,1992,19,17,15,13,12,11,10,9,8,7,6,5,57
160,1993,19,34,0,0,54,36,36,0,44,0,17,29,0
160,1994,4,0,0,9,0,16,8,18,0,6,26,22,0
160,1995,21,18,15,13,11,9,8,7,6,5,4,3,65
160,1996,0,31,0,0,11,64,9,17,29,0,21,0,12
160,1997,24,28,16,31,0,44,12,19,9,27,36,0,46
160,1998,0,0,5,11,11,27,42,38,21,0,36,4,0
160,1999,9,30,0,0,15,29,35,18,16,35,8,4,33
160,2000,32,35,32,21,12,18,13,2,46,40,28,6,30
161,2001,14,32,0,27,5,29,62,0,8,12,21,0,52
161,2002,25,21,18,15,13,11,9,8,7,6,5,4,60
161,2003,22,22,0,10,9,26,0,19,47,0,12,0,63
161,2004,41,15,19,0,27,26,7,0,0,35,0,45,0
161,2005,14,40,0,35,12,0,27,6,60,25,16,28,0
161,2006,44,33,43,38,32,27,45,3,0,0,25,38,0
161,2007,36,46,33,33,1,30,58,4,0,18,34,19,7
161,2008,36,46,36,0,20,0,28,30,0,9,2,31,7
161,2009,28,23,19,16,13,11,9,7,6,5,4,3,63
161,2010,31,0,3,29,0,0,0,30,15,25,0,0,70
161,2011,25,22,19,17,15,13,12,11,10,9,8,7,49
162,2012,27,24,21,18,16,14,12,10,9,8,7,6,51
162,2013,0,0,13,0,11,0,24,4,7,2,29,14,0
162,2014,21,18,16,14,12,10,9,8,7,6,5,4,61
162,2015,9,1,7,68,3,12,19,26,17,50,20,12,0
162,2016,0,31,22,33,0,20,31,0,28,8,15,40,0
162,2017,4,26,15,4,32,0,26,56,34,7,0,34,0
162,2018,6,0,0,31,12,23,36,0,47,51,0,29,0
162,2019,49,34,32,0,17,18,14,0,0,0,0,7,56
162,2020,16,13,11,9,7,6,5,4,3,2,2,2,74
162,2021,23,8,10,43,9,24,0,20,13,17,0,0,63
162,2022,52,0,38,0,12,3,24,31,54,4,0,33,15
162,2023,15,13,11,9,8,7,6,5,4,3,3,3,69
162,2024,0,46,25,0,45,19,11,26,6,0,4,14,0
162,2025,20,27,9,9,13,4,14,43,0,9,12,4,53
162,2026,19,15,12,10,8,6,5,4,3,2,2,2,74
162,2027,26,0,0,12,0,42,0,68,28,4,9,18,21
162,2028,0,44,19,20,11,25,11,0,4,27,3,0,15
162,2029,10,15,26,6,51,0,29,0,0,21,36,9,12
163,2030,33,16,23,0,30,0,2,27,41,29,14,15,28
163,2031,19,0,0,0,22,16,26,39,10,14,22,4,51
163,2032,30,9,34,14,14,26,31,35,62,22,41,40,0
163,2033,24,37,25,35,0,3,18,0,32,0,12,4,50
163,2034,5,12,3,22,25,6,16,26,0,24,2,0,62
163,2035,26,21,17,14,12,10,8,7,6,5,4,3,64
163,2036,24,22,20,18,16,15,14,13,12,11,10,9,41
163,2037,20,17,14,12,10,8,7,6,5,4,3,3,67
163,2038,39,0,36,26,18,0,39,0,15,16,0,18,33
163,2039,9,0,51,28,17,1,0,11,21,10,26,52,0
163,2040,18,32,12,0,39,3,4,20,0,20,34,47,0
163,2041,16,13,35,27,29,6,0,7,24,16,6,19,0
164,2042,16,8,41,0,0,21,9,0,14,20,40,0,61
164,2043,46,73,0,37,10,1,0,58,35,10,27,0,37
164,2044,57,0,44,29,32,28,2,0,24,13,0,6,45
164,2045,0,6,0,27,0,54,22,12,0,0,9,3,0
164,2046,44,0,5,1,0,22,49,0,0,0,10,30,32
164,2047,0,2,0,29,26,19,34,0,21,0,5,22,0
164,2048,25,30,27,22,40,0,18,9,18,1,0,31,0
164,2049,20,18,16,14,12,11,10,9,8,7,6,5,57
164,2050,32,20,12,13,13,2,0,19,9,38,30,0,59
165,2051,0,33,34,13,2,25,19,34,0,35,42,10,0
165,2052,7,0,18,8,6,0,17,36,25,0,46,30,0
165,2053,23,31,7,6,37,28,6,0,23,25,0,0,59
165,2054,18,0,0,50,47,3,24,6,28,0,0,15,18
165,2055,25,23,21,19,17,16,15,14,13,12,11,10,38
165,2056,6,6,40,60,22,33,0,30,32,0,4,39,0
165,2057,37,11,27,41,56,36,19,26,40,29,7,27,0
166,2058,0,20,0,16,19,0,27,0,9,0,9,34,0
166,2059,0,13,39,15,58,36,21,14,5,18,26,21,0
166,2060,24,18,14,11,8,6,5,4,3,2,2,2,73
166,2061,22,25,37,6,12,0,15,1,0,0,48,8,44
166,2062,13,20,42,19,3,0,31,23,34,0,57,0,46
166,2063,17,15,13,11,9,8,7,6,5,4,3,3,67
166,2064,37,0,0,4,0,0,47,8,58,36,0,8,46
166,2065,27,21,17,13,10,8,6,5,4,3,2,2,70
166,2066,58,6,24,8,7,31,59,35,33,14,32,39,0
166,2067,0,1,13,26,18,19,4,27,0,4,0,0,26
166,2068,31,4,26,31,24,53,35,6,8,13,8,22,9
166,2069,37,5,0,17,0,0,29,34,13,0,26,9,51
166,2070,0,20,17,0,0,13,9,39,32,1,10,26,0
166,2071,0,0,0,0,30,49,0,7,0,0,0,0,32
166,2072,26,22,19,16,13,11,9,8,7,6,5,4,60
166,2073,20,16,13,10,8,6,5,4,3,2,2,2,73
167,2074,28,17,31,37,0,2,35,17,12,36,0,0,53
167,2075,18,16,14,12,11,10,9,8,7,6,5,4,61
167,2076,11,19,0,13,3,13,44,17,17,56,5,27,0
167,2077,0,0,22,0,32,8,9,28,0,11,47,9,0
167,2078,4,0,5,46,6,0,0,7,31,24,37,28,0
167,2079,2,15,0,0,2,60,46,31,6,6,49,15,0
167,2080,42,0,22,5,25,0,30,12,5,14,44,13,39
167,2081,0,18,13,19,42,31,38,20,6,0,43,0,2
167,2082,19,52,0,40,0,17,0,7,41,5,25,5,41
167,2083,0,28,0,5,17,38,0,0,0,25,8,23,0
167,2084,22,17,33,15,30,43,13,10,26,0,0,0,54
167,2085,18,24,7,47,0,7,0,22,0,0,27,12,31
168,2086,29,5,45,4,26,4,11,7,26,29,56,15,19
168,2087,20,18,16,15,14,13,12,11,10,9,8,7,49
168,2088,0,0,0,0,21,9,27,0,34,20,0,15,0
168,2089,21,18,16,14,12,11,10,9,8,7,6,5,57
168,2090,59,44,49,11,38,41,0,41,36,2,17,42,0
168,2091,0,13,30,10,15,16,5,0,57,46,36,23,0
168,2092,2,0,23,36,5,0,4,25,27,51,24,0,42
